,Price
2023-11-19,7000000.0
2023-11-20,8500000.0
2023-11-21,9200000.0
2023-11-22,6800000.0
2023-11-23,1250000.0
2023-11-24,9500000.0
2023-11-25,3500000.0
2023-11-26,5500000.0
2023-11-27,7000000.0
2023-11-28,1100000.0
2023-11-29,4785000.0
2023-11-30,6900000.0
2023-12-01,5500000.0
2023-12-02,1400000.0
2023-12-03,1800000.0
2023-12-04,5000000.0
2023-12-05,4950000.0
2023-12-06,1360000.0
2023-12-07,5800000.0
2023-12-08,2260000.0
2023-12-09,1300000.0
2023-12-10,2500000.0
2023-12-11,6550000.0
2023-12-12,7000000.0
2023-12-13,1499000.0
2023-12-14,1250000.0
2023-12-15,6360000.0
2023-12-16,6800000.0
2023-12-17,4500000.0
2023-12-18,7400000.0
2023-12-19,3700000.0
2023-12-20,4350000.0
2023-12-21,9500000.0
2023-12-22,9000000.0
2023-12-23,1100000.0
2023-12-24,1400000.0
2023-12-25,6800000.0
2023-12-26,1100000.0
2023-12-27,7400000.0
2023-12-28,7900000.0
2023-12-29,9800000.0
2023-12-30,5100000.0
2023-12-31,8000000.0
2024-01-01,8000000.0
2024-01-02,6800000.0
2024-01-03,5600000.0
2024-01-04,8500000.0
2024-01-05,3600000.0
2024-01-06,4600000.0
2024-01-07,4000000.0
2024-01-08,1200000.0
2024-01-09,4800000.0
2024-01-10,9500000.0
2024-01-11,6800000.0
2024-01-12,7500000.0
2024-01-13,4200000.0
2024-01-14,3200000.0
2024-01-15,4500000.0
2024-01-16,7700000.0
2024-01-17,4200000.0
2024-01-18,4000000.0
2024-01-19,3750000.0
2024-01-20,2200000.0
2024-01-21,5500000.0
2024-01-22,8500000.0
2024-01-23,7500000.0
2024-01-24,2300000.0
2024-01-25,1200000.0
2024-01-26,3800000.0
2024-01-27,7256999.999999999
2024-01-28,5000000.0
2024-01-29,4000000.0
2024-01-30,5700000.0
2024-01-31,5000000.0
2024-02-01,4000000.0
2024-02-02,6400000.0
2024-02-03,1500000.0
2024-02-04,4000000.0
2024-02-05,8300000.0
2024-02-06,5500000.0
2024-02-07,7400000.0
2024-02-08,1230000.0
2024-02-09,8500000.0
2024-02-10,7200000.0
2024-02-11,6200000.0
2024-02-12,6000000.0
2024-02-13,8500000.0
2024-02-14,7500000.0
2024-02-15,6900000.0
2024-02-16,4000000.0
2024-02-17,7500000.0
2024-02-18,5000000.0
2024-02-19,5100000.0
2024-02-20,1250000.0
2024-02-21,9000000.0
2024-02-22,6900000.0
2024-02-23,5500000.0
2024-02-24,7500000.0
2024-02-25,5850000.0
2024-02-26,4500000.0
2024-02-27,5400000.0
2024-02-28,5700000.0
2024-02-29,7900000.0
2024-03-01,6500000.0
2024-03-02,4770000.0
2024-03-03,4500000.0
2024-03-04,8000000.0
2024-03-05,6500000.0
2024-03-06,2400000.0
2024-03-07,7200000.0
2024-03-08,5500000.0
2024-03-09,5800000.0
2024-03-10,7300000.0
2024-03-11,9500000.0
2024-03-12,9500000.0
2024-03-13,1900000.0
2024-03-14,4500000.0
2024-03-15,4000000.0
2024-03-16,7700000.0
2024-03-17,5500000.0
2024-03-18,7300000.0
2024-03-19,3400000.0
2024-03-20,7700000.0
2024-03-21,8000000.0
2024-03-22,3500000.0
2024-03-23,6300000.0
2024-03-24,5500000.0
2024-03-25,6040000.0
2024-03-26,6500000.0
2024-03-27,2600000.0
2024-03-28,1750000.0
2024-03-29,6000000.0
2024-03-30,7300000.0
2024-03-31,7300000.0
2024-04-01,4000000.0
2024-04-02,1000000.0
2024-04-03,1900000.0
2024-04-04,4500000.0
2024-04-05,5500000.0
2024-04-06,3599000.0
2024-04-07,2000000.0
2024-04-08,4100000.0
2024-04-09,3500000.0
2024-04-10,1800000.0
2024-04-11,5399000.0
2024-04-12,1000000.0
2024-04-13,1250000.0
2024-04-14,1700000.0
2024-04-15,2400000.0
2024-04-16,10500000.0
2024-04-17,1200000.0
2024-04-18,3600000.0
2024-04-19,5000000.0
2024-04-20,2400000.0
2024-04-21,3800000.0
2024-04-22,9700000.0
2024-04-23,1200000.0
2024-04-24,2500000.0
2024-04-25,8700000.0
2024-04-26,5800000.0
2024-04-27,7000000.0
2024-04-28,6000000.0
2024-04-29,6500000.0
2024-04-30,2000000.0
2024-05-01,8900000.0
2024-05-02,3700000.0
2024-05-03,1050000.0
2024-05-04,1340000.0
2024-05-05,8400000.0
2024-05-06,2000000.0
2024-05-07,2400000.0
2024-05-08,9900000.0
2024-05-09,5500000.0
2024-05-10,2400000.0
2024-05-11,4000000.0
2024-05-12,1800000.0
2024-05-13,2000000.0
2024-05-14,9200000.0
2024-05-15,1500000.0
2024-05-16,3000000.0
2024-05-17,8000000.0
2024-05-18,6800000.0
2024-05-19,8500000.0
2024-05-20,4400000.0
2024-05-21,5376000.0
2024-05-22,7500000.0
2024-05-23,4000000.0
2024-05-24,5500000.0
2024-05-25,4500000.0
2024-05-26,7100000.0
2024-05-27,4500000.0
2024-05-28,9000000.0
2024-05-29,2400000.0
2024-05-30,1100000.0
2024-05-31,4300000.0
2024-06-01,4350000.0
2024-06-02,2300000.0
2024-06-03,5800000.0
2024-06-04,1000000.0
2024-06-05,1300000.0
2024-06-06,4600000.0
2024-06-07,8300000.0
2024-06-08,5600000.0
2024-06-09,6995000.0
2024-06-10,1600000.0
2024-06-11,4700000.0
2024-06-12,2500000.0
2024-06-13,5000000.0
2024-06-14,6800000.0
2024-06-15,2200000.0
2024-06-16,3200000.0
2024-06-17,5200000.0
2024-06-18,5000000.0
2024-06-19,2200000.0
2024-06-20,6000000.0
2024-06-21,6500000.0
2024-06-22,1300000.0
2024-06-23,2500000.0
2024-06-24,3700000.0
2024-06-25,6500000.0
2024-06-26,6300000.0
2024-06-27,3500000.0
2024-06-28,1850000.0
2024-06-29,8000000.0
2024-06-30,3700000.0
2024-07-01,6200000.0
2024-07-02,6300000.0
2024-07-03,8500000.0
2024-07-04,9900000.0
2024-07-05,6500000.0
2024-07-06,7700000.0
2024-07-07,2500000.0
2024-07-08,7100000.0
2024-07-09,1300000.0
2024-07-10,5000000.0
2024-07-11,5500000.0
2024-07-12,8750000.0
2024-07-13,5000000.0
2024-07-14,5000000.0
2024-07-15,3200000.0
2024-07-16,5200000.0
2024-07-17,8200000.0
2024-07-18,4500000.0
2024-07-19,7900000.0
2024-07-20,4500000.0
2024-07-21,5600000.0
2024-07-22,1150000.0
2024-07-23,2700000.0
2024-07-24,2500000.0
2024-07-25,2700000.0
2024-07-26,9500000.0
2024-07-27,5100000.0
2024-07-28,6000000.0
2024-07-29,7700000.0
2024-07-30,3850000.0
2024-07-31,3100000.0
2024-08-01,9150000.0
2024-08-02,6000000.0
2024-08-03,4820000.0
2024-08-04,5800000.0
2024-08-05,1250000.0
2024-08-06,1100000.0
2024-08-07,8800000.0
2024-08-08,2700000.0
2024-08-09,8500000.0
2024-08-10,6800000.0
2024-08-11,7500000.0
2024-08-12,7200000.0
2024-08-13,5500000.0
2024-08-14,9000000.0
2024-08-15,1100000.0
2024-08-16,1330000.0
2024-08-17,9000000.0
2024-08-18,4500000.0
2024-08-19,8500000.0
2024-08-20,7000000.0
2024-08-21,1140000.0
2024-08-22,6000000.0
2024-08-23,6000000.0
2024-08-24,1390000.0
2024-08-25,6500000.0
2024-08-26,3700000.0
2024-08-27,1200000.0
2024-08-28,7000000.0
2024-08-29,5000000.0
2024-08-30,6200000.0
2024-08-31,1290000.0
2024-09-01,7500000.0
2024-09-02,1300000.0
2024-09-03,2300000.0
2024-09-04,4500000.0
2024-09-05,4200000.0
2024-09-06,1300000.0
2024-09-07,7700000.0
2024-09-08,6000000.0
2024-09-09,4250000.0
2024-09-10,5000000.0
2024-09-11,4200000.0
2024-09-12,5500000.0
2024-09-13,2400000.0
2024-09-14,4638000.0
2024-09-15,3300000.0
2024-09-16,1010000.0
2024-09-17,6900000.0
2024-09-18,1320000.0
2024-09-19,7800000.0
2024-09-20,6500000.0
2024-09-21,1600000.0
2024-09-22,6000000.0
2024-09-23,5000000.0
2024-09-24,4500000.0
2024-09-25,8400000.0
2024-09-26,4700000.0
2024-09-27,6200000.0
2024-09-28,4190000.0
2024-09-29,7800000.0
2024-09-30,1140000.0
2024-10-01,3000000.0
2024-10-02,6500000.0
2024-10-03,1750000.0
2024-10-04,1350000.0
2024-10-05,2000000.0
2024-10-06,6500000.0
2024-10-07,1250000.0
2024-10-08,1050000.0
2024-10-09,1400000.0
2024-10-10,25800000.0
2024-10-11,1550000.0
2024-10-12,3500000.0
2024-10-13,1400000.0
2024-10-14,9500000.0
2024-10-15,3100000.0
2024-10-16,5800000.0
2024-10-17,6200000.0
2024-10-18,1170000.0
2024-10-19,8200000.0
2024-10-20,3900000.0
2024-10-21,4500000.0
2024-10-22,9000000.0
2024-10-23,7800000.0
2024-10-24,8500000.0
2024-10-25,7600000.0
2024-10-26,6884999.999999999
2024-10-27,7500000.0
2024-10-28,3850000.0
2024-10-29,1250000.0
2024-10-30,6285000.0
2024-10-31,1230000.0
2024-11-01,1250000.0
2024-11-02,2200000.0
2024-11-03,3900000.0
2024-11-04,6500000.0
2024-11-05,4500000.0
2024-11-06,6300000.0
2024-11-07,2300000.0
2024-11-08,9800000.0
2024-11-09,7500000.0
2024-11-10,4300000.0
2024-11-11,4300000.0
2024-11-12,1010000.0
2024-11-13,3700000.0
2024-11-14,4500000.0
2024-11-15,1500000.0
2024-11-16,3679999.9999999995
2024-11-17,2300000.0
2024-11-18,4900000.0
2024-11-19,7820000.0
2024-11-20,6000000.0
2024-11-21,5200000.0
2024-11-22,2450000.0
2024-11-23,5001000.0
2024-11-24,3900000.0
2024-11-25,4000000.0
2024-11-26,5500000.0
2024-11-27,6000000.0
2024-11-28,8200000.0
2024-11-29,1620000.0
2024-11-30,8200000.0
2024-12-01,8500000.0
2024-12-02,5000000.0
2024-12-03,1000000.0
2024-12-04,6000000.0
2024-12-05,6000000.0
2024-12-06,6800000.0
2024-12-07,1550000.0
2024-12-08,5500000.0
2024-12-09,4600000.0
2024-12-10,7500000.0
2024-12-11,1300000.0
2024-12-12,5500000.0
2024-12-13,5000000.0
2024-12-14,1810000.0
2024-12-15,1900000.0
2024-12-16,3800000.0
2024-12-17,7000000.0
2024-12-18,1950000.0
2024-12-19,5000000.0
2024-12-20,1000000.0
2024-12-21,5000000.0
2024-12-22,1200000.0
2024-12-23,1500000.0
2024-12-24,1800000.0
2024-12-25,2700000.0
2024-12-26,6500000.0
2024-12-27,3000000.0
2024-12-28,6200000.0
2024-12-29,7300000.0
2024-12-30,5000000.0
2024-12-31,2450000.0
